k,m,q,p,eps,rank_success,gap_mean,gap_std,gap_rmse
100,1,0.8,0.75,0.5,1.0,0.30519999999999997,0.07247214783771909,0.20783166265032862
100,1,0.8,0.75,0.6000000000000001,1.0,0.35919999999999996,0.07311570218431815,0.2516449880287705
100,1,0.8,0.8,0.1,0.821,0.06262000000000001,0.06332887292654232,0.07351054346146545
100,1,0.8,0.8,0.2,0.954,0.11919,0.0665603047932788,0.10467139055157336
100,1,0.8,0.8,0.30000000000000004,0.997,0.17912999999999998,0.06828913900838483,0.13881030221132729
100,1,0.8,0.8,0.4,1.0,0.24129000000000003,0.06973305241131066,0.17333983962147886
100,1,0.8,0.8,0.5,1.0,0.29577,0.07336204120039932,0.2169942395548785
100,1,0.8,0.8,0.6000000000000001,1.0,0.35901,0.07336553961092634,0.2518993846757075
100,1,0.8,0.8,0.7000000000000001,1.0,0.41833000000000004,0.07536173094144329,0.29156765938629076
100,1,0.8,0.9,0.1,0.85,0.05917,0.051945253964240184,0.06605073807309046
100,1,0.8,0.9,0.2,0.979,0.11812,0.05606432741778688,0.09921894980294844
100,1,0.8,0.9,0.30000000000000004,0.996,0.17997,0.06251885881642201,0.13532146910228257
100,1,0.8,0.9,0.4,0.999,0.23939,0.06583359295953672,0.17356641380174914
100,1,0.8,0.9,0.5,1.0,0.29906,0.0711363252971137,0.21314830517740457
100,1,0.8,0.9,0.6000000000000001,1.0,0.35835,0.07319791961138948,0.2524822766057056
100,1,0.8,0.9,0.7000000000000001,1.0,0.41829,0.07495728446585091,0.29150214407444763
100,1,0.8,0.9,0.8,1.0,0.47826,0.0781913440624107,0.33109575654181983
100,1,0.9,0.6,0.1,0.858,0.07880999999999999,0.07252132957443103,0.07551887181360696
100,1,0.9,0.6,0.2,0.99,0.15852,0.06762827207006832,0.07930699843015117
100,1,0.9,0.6,0.30000000000000004,1.0,0.23548,0.07060421060074643,0.0956179899391323
100,1,0.9,0.6,0.4,1.0,0.313,0.06783805718033206,0.11030140524943462
100,1,0.9,0.6,0.5,1.0,0.40081,0.06412453396209485,0.11809530049921546
100,1,0.9,0.7,0.1,0.877,0.08358,0.06599044126491606,0.0679705818718657
100,1,0.9,0.7,0.2,0.983,0.16263,0.07195109491911893,0.08104504920104622
100,1,0.9,0.7,0.30000000000000004,1.0,0.23443,0.06723835286572757,0.0938930242350304
100,1,0.9,0.7,0.4,1.0,0.32209000000000004,0.0668266241680492,0.10262212237134839
100,1,0.9,0.7,0.5,1.0,0.39949,0.06871070557825076,0.12173208287053992
100,1,0.9,0.7,0.6000000000000001,1.0,0.4793,0.06364401433411127,0.13643679855522858
100,1,0.9,0.75,0.1,0.889,0.08263,0.06369332727955056,0.06598863538519342
100,1,0.9,0.75,0.2,0.988,0.15885,0.06622962980316184,0.0779442108177381
100,1,0.9,0.75,0.30000000000000004,1.0,0.24372,0.06800578200702045,0.08824737956449476
100,1,0.9,0.75,0.4,1.0,0.32024,0.06757150515053152,0.10451315706646702
100,1,0.9,0.75,0.5,1.0,0.39803999999999995,0.0688294696761198,0.12299837397299201
100,1,0.9,0.75,0.6000000000000001,1.0,0.48169,0.0674803489728491,0.13618480091405216
100,1,0.9,0.8,0.1,0.893,0.07965000000000001,0.06130853314373324,0.06456856820466132
100,1,0.9,0.8,0.2,0.995,0.16385,0.06502080594090791,0.07436598684882761
100,1,0.9,0.8,0.30000000000000004,1.0,0.23626,0.06316329631995153,0.08971287533013311
100,1,0.9,0.8,0.4,1.0,0.32315,0.0672435811003489,0.1020935845193027
100,1,0.9,0.8,0.5,1.0,0.40285000000000004,0.06722124810055372,0.11811985438528105
100,1,0.9,0.8,0.6000000000000001,1.0,0.4794,0.06768324032595531,0.13827798089356103
100,1,0.9,0.8,0.7000000000000001,1.0,0.55698,0.0668636698839538,0.15786386540307448
100,1,0.9,0.9,0.1,0.94,0.07981,0.04917399701043207,0.05313473440227212
100,1,0.9,0.9,0.2,0.999,0.16410999999999998,0.05518018442115568,0.06580197565423093
100,1,0.9,0.9,0.30000000000000004,1.0,0.23943,0.059406264014868024,0.08481921952010643
100,1,0.9,0.9,0.4,1.0,0.32315,0.06329442063629055,0.09953943941975966
100,1,0.9,0.9,0.5,1.0,0.39620000000000005,0.06601604439920736,0.12299674792448782
100,1,0.9,0.9,0.6000000000000001,1.0,0.47979,0.06483254706672537,0.13656317219514205
100,1,0.9,0.9,0.7000000000000001,1.0,0.55971,0.06297922103584865,0.153765080561225
100,1,0.9,0.9,0.8,1.0,0.63805,0.06318140066023692,0.17382663777453677
100,5,0.6,0.6,0.1,0.519,0.03075,0.16032042957820486,0.17456374193972815
100,5,0.6,0.6,0.2,0.624,0.08059999999999999,0.16352486165834348,0.2024104740372889
100,5,0.6,0.6,0.30000000000000004,0.69,0.10959999999999999,0.17006399313717693,0.25523518566216535
100,5,0.6,0.6,0.4,0.767,0.1464,0.15887819951863213,0.29921564130238915
100,5,0.6,0.6,0.5,0.828,0.18530000000000002,0.1707573367913311,0.3580013966453204
100,5,0.6,0.7,0.1,0.529,0.0373,0.1538257857849989,0.16604216332004348
100,5,0.6,0.7,0.2,0.619,0.0728,0.15926558173543184,0.2037645700312005
100,5,0.6,0.7,0.30000000000000004,0.723,0.12215000000000001,0.1664168623429491,0.24351078004885127
100,5,0.6,0.7,0.4,0.747,0.14625,0.1758959262657236,0.30870293163492957
100,5,0.6,0.7,0.5,0.826,0.18605000000000002,0.17279396764718163,0.35831899196107375
100,5,0.6,0.7,0.6000000000000001,0.87,0.22215000000000001,0.1770825675659118,0.41724992510484654
100,5,0.6,0.75,0.1,0.542,0.042,0.1440720540450394,0.15524174696260024
100,5,0.6,0.75,0.2,0.617,0.06509999999999999,0.14996492749799695,0.2016556470818509
100,5,0.6,0.75,0.30000000000000004,0.712,0.11355,0.15848979940840519,0.24465792445780296
100,5,0.6,0.75,0.4,0.784,0.15560000000000002,0.16298835910949347,0.2937175513992993
100,5,0.6,0.75,0.5,0.821,0.1827,0.16999885178909183,0.35993054885630366
100,5,0.6,0.75,0.6000000000000001,0.884,0.2307,0.16828794024180946,0.4058016756988567
100,5,0.6,0.8,0.1,0.532,0.040249999999999994,0.1362754875555707,0.14873634391096213
100,5,0.6,0.8,0.2,0.623,0.07390000000000001,0.14637354684236906,0.19314502323383848
100,5,0.6,0.8,0.30000000000000004,0.711,0.11175,0.15931044321486684,0.2465613513914945
100,5,0.6,0.8,0.4,0.77,0.1502,0.16340643090668636,0.2984543516184678
100,5,0.6,0.8,0.5,0.827,0.18644999999999998,0.16921149497014093,0.35625482452873536
100,5,0.6,0.8,0.6000000000000001,0.877,0.22669999999999998,0.18084472570361243,0.4147589661478099
100,5,0.6,0.8,0.7000000000000001,0.895,0.25065,0.17921829342089132,0.48373804894798184
100,5,0.6,0.9,0.1,0.53,0.032299999999999995,0.11099112139729479,0.12996153277027783
100,5,0.6,0.9,0.2,0.665,0.07929999999999998,0.13007085925920697,0.17739785793520735
100,5,0.6,0.9,0.30000000000000004,0.734,0.11004999999999998,0.1434994410776209,0.23801785647299661
100,5,0.6,0.9,0.4,0.782,0.14570000000000002,0.1637171747658544,0.3023987433836325
100,5,0.6,0.9,0.5,0.832,0.17595000000000002,0.16129201038059082,0.3619357677820748
100,5,0.6,0.9,0.6000000000000001,0.864,0.2147,0.17534153716291714,0.4232847741178509
100,5,0.6,0.9,0.7000000000000001,0.895,0.24980000000000002,0.18050635042164734,0.48500515461178356
100,5,0.6,0.9,0.8,0.911,0.28715,0.18998281756772367,0.5468752142856724
100,5,0.7,0.6,0.1,0.607,0.06875,0.1549514357708487,0.1579952530932496
100,5,0.7,0.6,0.2,0.75,0.13825,0.16332823887378942,0.17453509675707063
100,5,0.7,0.6,0.30000000000000004,0.879,0.20175,0.1535187464302178,0.1822018111874852
100,5,0.7,0.6,0.4,0.94,0.27475,0.15512576027694916,0.19931758577707087
100,5,0.7,0.6,0.5,0.973,0.34265,0.15799823081585737,0.22292936100926677
100,5,0.7,0.7,0.1,0.618,0.06765,0.1493763394610766,0.15276616117452188
100,5,0.7,0.7,0.2,0.74,0.1316,0.16011582394341003,0.1740402252354323
100,5,0.7,0.7,0.30000000000000004,0.86,0.19485,0.1579427852844929,0.18967735763659302
100,5,0.7,0.7,0.4,0.935,0.26820000000000005,0.15864718380396461,0.20619165841517453
100,5,0.7,0.7,0.5,0.975,0.33555,0.15845758519650077,0.22831447610696962
100,5,0.7,0.7,0.6000000000000001,0.983,0.40285000000000004,0.16348120260018764,0.2560615160464376
100,5,0.7,0.75,0.1,0.603,0.06439999999999999,0.14568412358202887,0.1498999666444259
100,5,0.7,0.75,0.2,0.788,0.14320000000000002,0.1500542444460545,0.16037456157383564
100,5,0.7,0.75,0.30000000000000004,0.876,0.206,0.1536476736159959,0.18005554698481246
100,5,0.7,0.75,0.4,0.926,0.2597,0.1568454988532043,0.21038060747131615
100,5,0.7,0.75,0.5,0.975,0.33479999999999993,0.15834782611085646,0.22877936969928037
100,5,0.7,0.75,0.6000000000000001,0.987,0.40645000000000003,0.1633020669344545,0.2531847151784642
100,5,0.7,0.8,0.1,0.648,0.07085,0.13541090655339993,0.13844674066224888
100,5,0.7,0.8,0.2,0.746,0.12955,0.14821020128103113,0.16403505722863024
100,5,0.7,0.8,0.30000000000000004,0.896,0.20965,0.14933746743258766,0.1744777922831442
100,5,0.7,0.8,0.4,0.937,0.26115,0.15741015042066206,0.2098392241693626
100,5,0.7,0.8,0.5,0.975,0.33914999999999995,0.15475375997443883,0.22315353458997686
100,5,0.7,0.8,0.6000000000000001,0.991,0.41375,0.15666199437157846,0.24332591312887336
100,5,0.7,0.8,0.7000000000000001,0.992,0.47470000000000007,0.16225361702050356,0.2775968299530815
100,5,0.7,0.9,0.1,0.647,0.06455,0.11328561749459254,0.11864864095302567
100,5,0.7,0.9,0.2,0.785,0.13335,0.13152024587520766,0.1473855488167005
100,5,0.7,0.9,0.30000000000000004,0.908,0.1992,0.13525033328111488,0.16862680688431483
100,5,0.7,0.9,0.4,0.941,0.26535,0.14727038421239372,0.19949310765036474
100,5,0.7,0.9,0.5,0.974,0.33125,0.15014486664878351,0.225826260651856
100,5,0.7,0.9,0.6000000000000001,0.995,0.4109,0.15311640877004215,0.24326939799325364
100,5,0.7,0.9,0.7000000000000001,0.995,0.46445,0.15666282501200068,0.28284713185747534
100,5,0.7,0.9,0.8,0.998,0.5321,0.16636486187674146,0.3153093718873577
100,5,0.75,0.6,0.1,0.633,0.0742,0.15676075380634635,0.1587923171945041
100,5,0.75,0.6,0.2,0.8,0.16385000000000002,0.16459881612657568,0.16844138446355753
100,5,0.75,0.6,0.30000000000000004,0.909,0.2339,0.15511237813227496,0.16853782958137323
100,5,0.75,0.6,0.4,0.972,0.3165,0.14630158630088108,0.16838942959699105
100,5,0.75,0.6,0.5,0.991,0.39135000000000003,0.14577011499764425,0.18174845253811653
100,5,0.75,0.7,0.1,0.622,0.0703,0.15175948385831095,0.1545639026422405
100,5,0.75,0.7,0.2,0.8,0.15569999999999998,0.15654717185889055,0.16261918705983006
100,5,0.75,0.7,0.30000000000000004,0.906,0.23635,0.1578166137755578,0.17009556137653917
100,5,0.75,0.7,0.4,0.974,0.31860000000000005,0.15301128210838721,0.17324837661577094
100,5,0.75,0.7,0.5,0.993,0.39685000000000004,0.15385463512273118,0.18516884187141205
100,5,0.75,0.7,0.6000000000000001,0.998,0.4746,0.14804309087815196,0.19395875850293542
100,5,0.75,0.75,0.1,0.632,0.07354999999999999,0.14490995961767567,0.1472328088436813
100,5,0.75,0.75,0.2,0.809,0.1571,0.1534703331042946,0.15927962832703998
100,5,0.75,0.75,0.30000000000000004,0.917,0.23614999999999997,0.1540760101927517,0.16671082748280033
100,5,0.75,0.75,0.4,0.965,0.30995,0.15312395124357406,0.17757392826651103
100,5,0.75,0.75,0.5,0.994,0.40120000000000006,0.15098462291358136,0.18037461018668896
100,5,0.75,0.75,0.6000000000000001,0.998,0.4749,0.14678738548164327,0.19280819484658848
100,5,0.75,0.8,0.1,0.654,0.0843,0.13871824953030784,0.13953494186045298
100,5,0.75,0.8,0.2,0.809,0.1556,0.14807283871650995,0.15451537140362445
100,5,0.75,0.8,0.30000000000000004,0.922,0.23129999999999998,0.14577915338470573,0.16109003693587015
100,5,0.75,0.8,0.4,0.969,0.32005,0.15650876171158118,0.17567726090760868
100,5,0.75,0.8,0.5,0.993,0.39375,0.1475642663815082,0.18177596100694943
100,5,0.75,0.8,0.6000000000000001,0.996,0.47520000000000007,0.15067402783048797,0.19558885448818403
100,5,0.75,0.8,0.7000000000000001,0.999,0.5581499999999999,0.1496612039774369,0.20614921780108703
100,5,0.75,0.9,0.1,0.693,0.08059999999999999,0.11038942805280687,0.1120267825120404
100,5,0.75,0.9,0.2,0.874,0.1651,0.12197076234437032,0.12680693987317887
100,5,0.75,0.9,0.30000000000000004,0.943,0.2419,0.13461988156476928,0.1465605676844901
100,5,0.75,0.9,0.4,0.98,0.325,0.14172185817680025,0.16028100324118266
100,5,0.75,0.9,0.5,0.997,0.4033,0.1386482359546393,0.16898224758831917
100,5,0.75,0.9,0.6000000000000001,0.996,0.48014999999999997,0.15033655103992036,0.19220431836980154
100,5,0.75,0.9,0.7000000000000001,0.998,0.5593,0.1489318323619591,0.20482919713751752
100,5,0.75,0.9,0.8,1.0,0.63575,0.14067418642638999,0.21621170181097973
100,5,0.8,0.6,0.1,0.659,0.0872,0.16140697696262146,0.16183324751113412
100,5,0.8,0.6,0.2,0.848,0.17435000000000003,0.15467223733107696,0.15670832779402633
100,5,0.8,0.6,0.30000000000000004,0.938,0.2585,0.15003419696942513,0.1555956297586793
100,5,0.8,0.6,0.4,0.981,0.35229999999999995,0.15125338868133695,0.1585244460643216
100,5,0.8,0.6,0.5,1.0,0.43955,0.13938337499581943,0.15186342548487441
100,5,0.8,0.7,0.1,0.641,0.0874,0.15538785469072344,0.15582040944625963
100,5,0.8,0.7,0.2,0.861,0.18234999999999998,0.14836775421394802,0.14934021561521868
100,5,0.8,0.7,0.30000000000000004,0.938,0.26089999999999997,0.15252689747862327,0.1573848785620779
100,5,0.8,0.7,0.4,0.982,0.35685,0.15477251704366649,0.1606004358649129
100,5,0.8,0.7,0.5,0.995,0.4453,0.14735882947629783,0.15711460785044784
100,5,0.8,0.7,0.6000000000000001,0.999,0.5275,0.14022629358794808,0.15779733838059504
100,5,0.8,0.75,0.1,0.681,0.09340000000000001,0.1445071704875655,0.14458561477546789
100,5,0.8,0.75,0.2,0.84,0.17425,0.14812622616835575,0.15027474837776306
100,5,0.8,0.75,0.30000000000000004,0.949,0.26469999999999994,0.14856305388952187,0.15262699630144075
100,5,0.8,0.75,0.4,0.985,0.3565,0.1482556229278665,0.15443445211480503
100,5,0.8,0.75,0.5,0.996,0.4405,0.1467183569846537,0.1582561215245717
100,5,0.8,0.75,0.6000000000000001,1.0,0.52965,0.13795800052882004,0.15479825580412723
100,5,0.8,0.8,0.1,0.674,0.0873,0.1352294235623187,0.13575713609236165
100,5,0.8,0.8,0.2,0.849,0.18014999999999998,0.14518800589944425,0.14646671976937287
100,5,0.8,0.8,0.30000000000000004,0.944,0.26735,0.15211711645017834,0.15550723455839605
100,5,0.8,0.8,0.4,0.989,0.3555,0.14277652165231908,0.1494824404403407
100,5,0.8,0.8,0.5,0.998,0.4465,0.14556420899018735,0.15501612819316576
100,5,0.8,0.8,0.6000000000000001,1.0,0.53065,0.1394364372035517,0.1556679157694353
100,5,0.8,0.8,0.7000000000000001,1.0,0.61605,0.13595359826382264,0.15972632844963291
100,5,0.8,0.9,0.1,0.724,0.08895,0.11172681137659117,0.1122163089751218
100,5,0.8,0.9,0.2,0.88,0.17095,0.12352674348640603,0.1268365089396582
100,5,0.8,0.9,0.30000000000000004,0.968,0.26389999999999997,0.1324361330201442,0.13720422734012244
100,5,0.8,0.9,0.4,0.993,0.36084999999999995,0.13372606387746616,0.13927490800571365
100,5,0.8,0.9,0.5,1.0,0.44385,0.13611835183290202,0.14718186029535027
100,5,0.8,0.9,0.6000000000000001,1.0,0.5363,0.13390384699567162,0.14822280526288797
100,5,0.8,0.9,0.7000000000000001,1.0,0.6175,0.1364638134172293,0.15940514420808385
100,5,0.8,0.9,0.8,1.0,0.7031,0.13129214610031942,0.16312571838922277
100,5,0.9,0.6,0.1,0.688,0.0969,0.15932914289537797,0.15927962832703998
100,5,0.9,0.6,0.2,0.861,0.1938,0.15422498288327138,0.15427248620541514
100,5,0.9,0.6,0.30000000000000004,0.969,0.29560000000000003,0.14930818106498028,0.14929835899968893
100,5,0.9,0.6,0.4,0.995,0.38935,0.14019176591808533,0.14052579834322237
100,5,0.9,0.6,0.5,1.0,0.4929,0.12675036747739887,0.1268857754044952
100,5,0.9,0.7,0.1,0.683,0.09684999999999999,0.1502336435278318,0.1501915443691821
100,5,0.9,0.7,0.2,0.883,0.19609999999999997,0.15237456483287493,0.15234828518890522
100,5,0.9,0.7,0.30000000000000004,0.964,0.29840000000000005,0.14897863818223953,0.1489127261183543
100,5,0.9,0.7,0.4,0.993,0.39095,0.14694281094932712,0.14714788479621446
100,5,0.9,0.7,0.5,0.998,0.48625,0.13681065256278346,0.13743180126884752
100,5,0.9,0.7,0.6000000000000001,1.0,0.5906,0.12532895653976917,0.12561846997953766
100,5,0.9,0.75,0.1,0.713,0.09985,0.1390028751476001,0.13893343730002508
100,5,0.9,0.75,0.2,0.887,0.20664999999999997,0.14983567074708287,0.1499083053069442
