k,m,q,p,eps,rank_success,gap_mean,gap_std,gap_rmse
100,2,0.9,0.8,0.2,0.956,0.1591399999999999,0.0901764503193166,0.0989605982196955
100,2,0.9,0.8,0.3,0.991,0.23564,0.0927490851318372,0.1128538878373271
100,2,0.9,0.8,0.4,0.998,0.31662,0.0953712287394435,0.1266443840049767
100,2,0.9,0.8,0.5,1.0,0.40234,0.0931815819097701,0.134950361244422
100,2,0.9,0.8,0.6000000000000001,1.0,0.48572,0.0933423504867667,0.1475262688472803
100,2,0.9,0.8,0.7000000000000001,1.0,0.5649200000000001,0.092114486801364,0.1634723218162635
100,2,0.9,0.9,0.1,0.827,0.0761599999999999,0.0690363702726354,0.0730041094733714
100,2,0.9,0.9,0.2,0.975,0.1565,0.0761547736491255,0.0876698351772147
100,2,0.9,0.9,0.3,0.998,0.24132,0.0850028416176958,0.1032550240908402
100,2,0.9,0.9,0.4,0.999,0.3200999999999999,0.0879506982651378,0.1187922556398354
100,2,0.9,0.9,0.5,1.0,0.39708,0.097036537910674,0.1414185277818999
100,2,0.9,0.9,0.6000000000000001,1.0,0.48544,0.0914525558416492,0.1465578384120072
100,2,0.9,0.9,0.7000000000000001,1.0,0.5599,0.0924864516766847,0.1678487414310873
100,2,0.9,0.9,0.8,1.0,0.6395,0.0898277185451073,0.1839054104696216
100,5,0.6,0.6,0.1,0.531,0.03505,0.1579523549886055,0.1707117453487017
100,5,0.6,0.6,0.2,0.61,0.06985,0.1626804918926742,0.2082726578310268
100,5,0.6,0.6,0.3,0.688,0.10245,0.157182071826604,0.2524034468861311
100,5,0.6,0.6,0.4,0.769,0.1426499999999999,0.1624957918913052,0.3043148041091659
100,5,0.6,0.6,0.5,0.813,0.17655,0.1683922606697037,0.364619664856409
100,5,0.6,0.7,0.1,0.545,0.0388499999999999,0.1477159351508749,0.1598045681449688
100,5,0.6,0.7,0.2,0.603,0.07255,0.1596856192554514,0.2042486230063742
100,5,0.6,0.7,0.3,0.718,0.1164,0.1626576081758781,0.245234581574459
100,5,0.6,0.7,0.4,0.75,0.14055,0.1659389442934757,0.3079326225004425
100,5,0.6,0.7,0.5,0.82,0.18555,0.1696540007779951,0.3572569103600377
100,5,0.6,0.7,0.6000000000000001,0.884,0.2259,0.1689607579816619,0.4104509714935513
100,5,0.6,0.8,0.1,0.544,0.04165,0.1422955569423217,0.1537286570552153
100,5,0.6,0.8,0.2,0.626,0.07725,0.1432496351058457,0.1885934781481056
100,5,0.6,0.8,0.3,0.701,0.10815,0.1581172937365757,0.2485608577391058
100,5,0.6,0.8,0.4,0.776,0.1485999999999999,0.1638135369097281,0.3000166662037294
100,5,0.6,0.8,0.5,0.804,0.1776,0.1734165889219175,0.3660396153423834
100,5,0.6,0.8,0.6000000000000001,0.857,0.2154499999999999,0.1794324204080564,0.4243141524861032
100,5,0.6,0.8,0.7000000000000001,0.888,0.25225,0.1861372734961608,0.484863382820357
100,5,0.6,0.9,0.1,0.533,0.03415,0.1140143709221639,0.1316149687535578
100,5,0.6,0.9,0.2,0.635,0.0733,0.128134806077539,0.1801527129965019
100,5,0.6,0.9,0.3,0.737,0.1105,0.1430041964426226,0.2373604853382298
100,5,0.6,0.9,0.4,0.781,0.1468499999999999,0.1563234291925382,0.2974852937541619
100,5,0.6,0.9,0.5,0.833,0.1858999999999999,0.1603805222335677,0.3526400431034456
100,5,0.6,0.9,0.6000000000000001,0.863,0.21875,0.1826041669343331,0.4226848707961997
100,5,0.6,0.9,0.7000000000000001,0.886,0.2522999999999999,0.1811837121198744,0.4829389195333091
100,5,0.6,0.9,0.8,0.919,0.2981499999999999,0.1917311616256949,0.5371940989996075
100,5,0.7,0.6,0.1,0.62,0.0713999999999999,0.153885414255935,0.1564448784716201
100,5,0.7,0.6,0.2,0.74,0.12915,0.1540503456958439,0.1694918877114772
100,5,0.7,0.6,0.3,0.874,0.2101,0.1591015502856691,0.1826745740380965
100,5,0.7,0.6,0.4,0.948,0.27635,0.1520898050784759,0.1959528004392894
100,5,0.7,0.6,0.5,0.975,0.3475,0.1522397022032259,0.2154298029521449
100,5,0.7,0.7,0.1,0.625,0.06835,0.1575773083540523,0.1606471288258834
100,5,0.7,0.7,0.2,0.77,0.13405,0.1503852160726353,0.1641417070704457
100,5,0.7,0.7,0.3,0.86,0.19605,0.1645112806510892,0.1945314884536691
100,5,0.7,0.7,0.4,0.943,0.2786,0.1584997229087867,0.1995870737297383
100,5,0.7,0.7,0.5,0.971,0.33815,0.1632597048607868,0.2298314599875308
100,5,0.7,0.7,0.6000000000000001,0.984,0.40695,0.1580163493650788,0.2494243372247384
100,5,0.7,0.8,0.1,0.619,0.06985,0.1407596916407207,0.1438836335376612
100,5,0.7,0.8,0.2,0.779,0.13405,0.1478511327567613,0.1618255233268225
100,5,0.7,0.8,0.3,0.875,0.2028,0.1528251141518157,0.1810524785801067
100,5,0.7,0.8,0.4,0.945,0.2635499999999999,0.1526669731955955,0.2047010014631096
100,5,0.7,0.8,0.5,0.962,0.3287,0.160863877819687,0.2349361615418111
100,5,0.7,0.8,0.6000000000000001,0.984,0.405,0.1645055076952199,0.2550686182187061
100,5,0.7,0.8,0.7000000000000001,1.0,0.471,0.1532072859640574,0.2754813968310747
100,5,0.7,0.9,0.1,0.638,0.0645999999999999,0.1126700250045882,0.118046600967584
100,5,0.7,0.9,0.2,0.791,0.1324,0.131310633546878,0.1476312974948063
100,5,0.7,0.9,0.3,0.889,0.1951999999999999,0.1411094322569256,0.1757128339080558
100,5,0.7,0.9,0.4,0.944,0.2751499999999999,0.1472129381173718,0.1929702049540291
100,5,0.7,0.9,0.5,0.977,0.34055,0.1570600692899547,0.2237576814323924
100,5,0.7,0.9,0.6000000000000001,0.993,0.3994,0.1591381945510409,0.2560078123807944
100,5,0.7,0.9,0.7000000000000001,0.999,0.4766499999999999,0.1562904482180667,0.272557333418127
100,5,0.7,0.9,0.8,0.999,0.5394,0.161597505406964,0.3065941943351178
100,5,0.8,0.6,0.1,0.668,0.0901999999999999,0.1584742063367855,0.1586978260720669
100,5,0.8,0.6,0.2,0.838,0.1817,0.1547710052434371,0.1557722696759599
100,5,0.8,0.6,0.3,0.935,0.26875,0.1549352846915203,0.1579794290406191
100,5,0.8,0.6,0.4,0.984,0.34785,0.1461479960065711,0.1551048032782995
100,5,0.8,0.6,0.5,0.999,0.44255,0.1421344423413962,0.1532400078308533
100,5,0.8,0.7,0.1,0.682,0.0949,0.1485801671356781,0.1485934049680536
100,5,0.8,0.7,0.2,0.834,0.171,0.1531909509973336,0.155836452731702
100,5,0.8,0.7,0.3,0.931,0.25905,0.145883101760894,0.1514513123086096
100,5,0.8,0.7,0.4,0.979,0.34875,0.1514062791345238,0.1597732768644369
100,5,0.8,0.7,0.5,0.994,0.4422,0.1481928511134093,0.1589968553148143
100,5,0.8,0.7,0.6000000000000001,1.0,0.53125,0.1353301583230868,0.1517316710512344
100,5,0.8,0.8,0.1,0.672,0.0862,0.134322755341761,0.1349629578810423
100,5,0.8,0.8,0.2,0.861,0.17385,0.1434198268955403,0.1457137605032551
100,5,0.8,0.8,0.3,0.948,0.271,0.1477695362239316,0.1505157799036367
100,5,0.8,0.8,0.4,0.99,0.35065,0.1460253433514227,0.154069789381306
100,5,0.8,0.8,0.5,0.997,0.4421,0.1470857716579827,0.1580031645252714
100,5,0.8,0.8,0.6000000000000001,1.0,0.5266000000000001,0.1384073574511,0.1566045976336583
100,5,0.8,0.8,0.7000000000000001,1.0,0.6185499999999999,0.1319689861797586,0.1550241916605276
100,5,0.8,0.9,0.1,0.727,0.08885,0.1092937446637392,0.1098066482504588
100,5,0.8,0.9,0.2,0.872,0.17315,0.1259859117121829,0.1287536407252237
100,5,0.8,0.9,0.3,0.969,0.27125,0.129567454344157,0.1326555690500779
100,5,0.8,0.9,0.4,0.994,0.354,0.1361710047790738,0.1436662799685437
100,5,0.8,0.9,0.5,0.998,0.4448499999999999,0.1366002823464766,0.1472497877757384
100,5,0.8,0.9,0.6000000000000001,1.0,0.52835,0.1347105208379227,0.1525204904266964
100,5,0.8,0.9,0.7000000000000001,1.0,0.6166500000000001,0.1345859981234708,0.1582482227388352
100,5,0.8,0.9,0.8,1.0,0.7056500000000001,0.1235955231930078,0.1554429155670981
100,5,0.9,0.6,0.1,0.674,0.0965999999999999,0.153499192186806,0.153460092532228
100,5,0.9,0.6,0.2,0.863,0.20055,0.1560979310050715,0.1560208319424044
100,5,0.9,0.6,0.3,0.974,0.3029,0.1437088801787914,0.1436662799685437
100,5,0.9,0.6,0.4,0.999,0.3908999999999999,0.1378084945900693,0.1380398493189557
100,5,0.9,0.6,0.5,1.0,0.49095,0.1295081845671147,0.1297593927236097
100,5,0.9,0.7,0.1,0.697,0.1021499999999999,0.1432074924223096,0.1431520171007031
100,5,0.9,0.7,0.2,0.864,0.19555,0.1575675252868592,0.1575515788559416
100,5,0.9,0.7,0.3,0.955,0.3046,0.1533210596994012,0.1533134045020199
100,5,0.9,0.7,0.4,0.988,0.3884500000000001,0.1476682206955965,0.1480456010829096
100,5,0.9,0.7,0.5,0.999,0.4905,0.1445013170550034,0.1447411482613012
100,5,0.9,0.7,0.6000000000000001,1.0,0.58675,0.1239649337708241,0.1246093896943565
100,5,0.9,0.8,0.1,0.692,0.096,0.1345440526448572,0.1345362404707371
100,5,0.9,0.8,0.2,0.893,0.20185,0.1418245101937309,0.1417656516932081
100,5,0.9,0.8,0.3,0.965,0.29295,0.1432421579557352,0.1433439918517689
100,5,0.9,0.8,0.4,0.996,0.4045499999999999,0.1393061509901975,0.1393108036011565
100,5,0.9,0.8,0.5,1.0,0.48945,0.1361790815149016,0.1365192294147604
100,5,0.9,0.8,0.6000000000000001,1.0,0.5895,0.1273026156681627,0.127671453348037
100,5,0.9,0.8,0.7000000000000001,1.0,0.68965,0.1113003381183779,0.1117251090847532
100,5,0.9,0.9,0.1,0.732,0.0973,0.1138888962132862,0.1138639539099183
100,5,0.9,0.9,0.2,0.928,0.19435,0.1213066065504793,0.1213775102727024
100,5,0.9,0.9,0.3,0.973,0.29555,0.1299791986899907,0.1299903842597597
100,5,0.9,0.9,0.4,0.998,0.3884499999999999,0.1276730116269601,0.1281307925519857
100,5,0.9,0.9,0.5,0.999,0.48695,0.1251713440263599,0.1257875192537002
100,5,0.9,0.9,0.6000000000000001,1.0,0.5892000000000001,0.1272381607441319,0.1276322843170959
100,5,0.9,0.9,0.7000000000000001,1.0,0.6829,0.1245315144776538,0.1256383699353028
